뉴스제목,주가변동
"한진그룹, '故 일우 조양호 회장 추모 사진전' 개최",0
"장우진·양하은, KTTL 원년 코리아리그 남녀 최고의 별",0
24시간 뜨고 내린다…'빗장' 모두 푼 인천공항 가보니,0
대전세종충남경제단체協 '방산혁신클러스터 대전 유치' 건의,0
"네이버플러스 멤버십, 연내 누적 사용자 1000만 앞둬",0
"필리핀관광부-더현대서울, 팝업 이벤트 진행",0
"KB국민카드, '놀이동산·항공여행' 할인 이벤트 진행",0
"KB국민카드, 6월 놀이동산·항공여행 할인 이벤트",0
항공업계 본격 경쟁…코로나 규제 전면 해제,0
"대한항공, 포스트 코로나 '날개짓'…7월부터 해외 장거리 관광노선 운항 재개",0
삼성페이 ‘디지털 키’ 추가…집·자동차 문 열고 잠그기 가능,0
"대한항공, 라스베이거스·밀라노·비엔나 노선 운항 재개",0
대한항공 내달부터 장거리 운항 재개,0
코로나19 확산방지용 국제선 운항 규제 26개월 만 해제...항공업계 증편으로 대응,0
"“통합 무산 땐, 韓 항공 산업 직격탄”",0
"대한항공, 7월부터 장거리 관광노선 운항재개",0
"규제 다 풀렸는데…""왜 항공권 가격은 그대로죠?""",0
"대한항공, 취약계층 위한 돋보기 나눔 행사 가져",0
"TV홈쇼핑, 국제선 유류할증료 치솟자 '고가'로 대응",0
인천공항 도착 항공편 2배 '껑충'…관광노선 본격 운항재개,0
7월부터 군산-제주 항공편 '반토막',0
'곧 여름휴가' 추천 되는 항공권 특가 예매 무엇있나? 6월 2주,0
불투명해진 LCC 3사 통합…분리매각설까지 나오는 이유,0
"[증시] 코스피, 글로벌 긴축 부담에 1% 넘게 밀려…외인 순매도 상위 종목은 삼성전자·카카오뱅크·SK하이닉스·KB금융·LG화학",0
"[증시 돋보기] 개인 삼성전자 SK하이닉스 담아, 시총 상위종목 저가매수",0
"""여행 가자""...항공업계, 인기 노선 운항 재개",0
"인천공항공사·한국관광공사·대한항공·델타항공, 베트남 현지 여행업계 대상 설명회",0
"[SR산업] 대한항공, 내달 인천~라스베이거스 등 장거리 3개 노선 운항",0
인천공항공사 베트남-한국 항공여행 회복 촉진 박차,0
"울산공항 이용객수, 다시 100만 넘본다",0
"aT, 농수산식품 수출실적 역대 최고치 갱신",0
"[증권 리포트] ""이차전지 양산 시작에"" 메리츠증권, LG에너지솔루션 비중확대 의견...""메모리 가격 하락 반영"" DB금투, SK하이닉스 목표가 하향 外",0
"대한항공, ‘스텔스 무인기’ 개발 착수",0
"대한항공, 차세대 스텔스 무인기 개발센터 설립",0
[김경수의 광주땅 '최초' 이야기](46)비행장,0
농수산식품 수출 5월까지 52억달러 역대 최고…전략국가 시장개척 통했다,0
올해 농수산식품 수출 ‘역대 최고’,0
"대한항공, 차세대 스텔스 무인기 개발센터 설립",0
방산혁신클러스터 유치 한발 다가선 방산 메카,0
공항 시설 사용·임대료 감면 '연말까지 연장',0
"[증시] 미국 FOMC 경계감 고조에 코스피 2,440대로 하락·코스닥 800선 붕괴…외인 순매도 상위 종목은 삼성전자·카카오·두산퓨얼셀·OCI·HMM",0
"한신평 ""'진에어 지분' 이동, 한진칼·대한항공 신용도 영향 제한적""",0
"김성기 가평군수, 임기 말 인사 논란...측근 챙기기 나섰나?",0
장 마감 후 기업공시[6월 15일],0
신유빈 손목 수술 후 이르면 8월 부상 복귀전,0
공정위 ‘아니면 말고’식 과징금… 7년 만에 승소해도 ‘상처뿐’,0
유럽 전용선복 신규 확보…농수산식품 수출 사상 최고,0
공정위 ‘아니면 말고’식 과징금… 기업은 7년 만에 승소해도 상처뿐,0
15일 장 마감 후 주요 종목뉴스,0
"""혜택 챙겨 떠나세요""…성수기 맞은 항공사의 선물",0
하늘길서 내려다 본 세상…故 조양호 전 한진그룹 회장 사진전,0
“유류세 인하 연말까지”…“체감 어려워”,0
[월드 통신원] 베트남의 '뉴노멀' 되찾은 활기,0
"대한항공, 'VIP 겨냥' 전용기 사업 확대…1대 추가 구입",0
“유류세 인하 연말까지”…“체감 어려워”,0
"[금일 산업계 주요기사] ""부산엑스포 유치 총력"" 최태원 대한상의 회장 파리行… ""격주 주 4일 근무"" 카카오, '격주 놀금' 개시 外",0
'쓰리高'에 속 쓰린 항공사들,0
택배종가 ㈜한진 창업 30년...제 2의 성장스토리 쓴다,0
"한진택배 30주년, ""도전과 혁신 DNA로 물류 혁신 이끈다""",0
"[TJB 리포트] '대전에 우주청을' / 대전이 이끈 우주 강국 시대..""우주청 분리하라""",0
"델타항공, 10월부터 인천-미니애폴리스 직항노선 운항 재개",0
"델타항공, 인천-미니애폴리스 직항노선 10월 운항 재개",0
[기획] 고물가 시대에도 휴가철 여행수요 폭발,0
"조종사노조 고용유지지원금 연장 요구, ""항공안전 확보에 시간 필요""",0
던전앤파이터 게임 통해 한국관광 알린다!,0
"고유가·고금리·고환율 '3중고'…항공업계, 하늘길 열리자 '난기류'",0
"제주항공, 화물업에 뛰어든 이유",0
"우주시대 열어젖힌 '누리호'…넥스트 K-로켓, 스타트업이 쏜다",0
"[현장추적] 김성기 군수, 인사 단행 루머에 명확한 입장 NO...혼란속의 10일",0
"대한항공 조원태 ""아시아나 통합, 연내 미국·EU 승인 획득""",0
"유타삭 수파손 태국관광청장, 오창희 KATA 회장 및 박요한 대한항공 한국지역본부장 등 회동",0
"""한국에 상품 보러 가고 싶어요""...김포-하네다 재개 반기는 日 경제계",0
김포~하네다 항공노선 29일부터 운항 재개...주 8회 운항,0
한국 김포-일본 하네다 항공 운항 2년만에 재개,0
김포·하네다 노선 2년3개월만에 재개…한일관계 개선 신호탄?,0
6월 29일부터 김포~하네다 노선 운항 재개,0
김포~하네다 '韓日 하늘길' 29일 다시 열린다,0
조원태 “연내 美·EU 합병 승인 예상…통합 LCC 브랜드 진에어로”,0
‘김포-하네다’ 하늘길 29일부터 다시 열린다,0
"추경호 ""IT기업·대기업 높은 임금 인상 매우 우려...고물가 상황 심화""",0
조현민 “고객 맞춤형 물류 마케팅 펼 것” [재계 블로그],0
"대한항공, 국제선 공급석 및 노선 회복 박차··· 기내서비스도 업그레이드",0
"[산업 이모저모] LG이노텍, 자동차 레이더모듈로 자율주행 시대 앞당긴다...""세계 최고 해상도 구현""",0
"""필리핀 사람이다"" 했더니 택시비 공짜... 무슨 일이?",0
에어부산 안전성 부문에서 최고점…국토부 항공서비스 평가,0
"대한항공, 국제선 정상화 박차…""7월부터 여객노선 확대""",0
하늘길 열린 인천공항… 물 만난 인천항,0
"추경호 ""과도한 임금 인상 자제""에, 노동계 ""과도한 개입"" 반발",0
"대한항공, 국제선 항공편 좌석 '다시 붙인다'",0
한일 수도 하늘길 관문 통로 열렸다...김포∼日 하네다 운항 재개,0
"대한항공, 코로나19 이후 여객 조기 회복 계획 밝혀…공급 확대에 본격적으로 속도 낼 예정",0
[포토] “김포-하네다 하늘길 다시 열렸어요”,0
"'김포-하네다' 운항 재개…""훌쩍 오른 항공권 가격은 부담""",0
훨훨 날고 싶은데 항공권값만 훨훨,0
코로나로 끊겼던 김포-하네다 하늘길 다시 열렸다,0
“공항 이동 시간 짧아… 편하게 서울 왔어요”,0
김포-하네다 노선 재개 연계 환대캠페인,0
김포공항 2년여 만에 국제선 운항에 면세점도 재오픈,0
코로나로 막혔던 김포~도쿄 하늘길 열렸다,0
"인하대, 중부대 완파하고 2022 대한항공배 전국남녀대학배구대회 3연승으로 조 단독선두",0
대한항공 코로나19 엔데믹 맞아 기념 캠페인 실시,0
여행 수요 무려 3000% ‘폭증'한 이곳…한국인 몰린다,0
"코스피, 외인 대량 매도에 장중 2,300 붕괴…외인 순매도 상위 종목은 삼성전자·SK하이닉스·LG에너지솔루션·카카오·SK이노베이션",0
"남자배구 첫 연봉 10억원 시대…그런데 김연경은 7억원, 왜?",0
새 시즌 남녀부 '최고 보수' 선수는 한선수-김연경,0
대한항공 코로나19 엔데믹 기념 캠페인 실시,0
"대한항공, '코로나19' 엔데믹 맞아 기념 캠페인.. '다시, 함께, 날아' 실시",0
"대한항공, 엔데믹 기념 유니폼·마일리지 이벤트…에어서울, '스마파' 대회 참가자 모집 [항공오늘]",0
"북한연구학회 하계학술회의 개최...""새 정부, 北 군사도발 대비해야""",0
경기대-인하대 결승 맞대결...대한항공배 전국대학배구 고성대회,0
"'색동 저고리 맥주'가 나타났다…아시아나, 일상 속 여행 '호피라거' 출시",0
[데스크칼럼]홍준표발(發) 대구경북 통합신공항,0
정의당 ‘의원 총사퇴’ 투표 추진에 내홍 휩싸여,0
[포토뉴스] ‘통합LCC 본사 사수’ 결의대회,0
6일 장마감 후 주요 뉴스,0
"LCC, '지역거점' 카드로 시너지 강화",0
"[산업 이모저모] 현대차 '아이오닉 6', 역대 최저 공력계수 달성...""스트림라인 실루엣 디자인 주효""",0
"인하대, '2022 대한항공배 전국대학배구 고성대회' 결승 진출...7일 경기대와 우승 놓고 맞대결",0
"부산 시민단체 ""통합 LCC 본사 가덕에""…대한항공·국토부·산은 규탄",0
"대한항공, 7월부터 기내식 메뉴 3종 선보여",0
"경기대 꺾은 인하대, 3년 만에 왕좌 등극...MVP 신호진 [고성대회]",0
"인하대, 경기대 완파하고 2022 대한항공배 전국대학배구 고성대회 우승",0
환리스크 비상 걸린 기업들 사이 LG에너지솔루션이 롤모델로 부상한 이유,0
"대한항공, 기내식 신메뉴로 묵밥·메밀 비빔국수·짬뽕 추가",0
묵밥에 고등어조림까지··· 진화하는 기내식,0
[데이바이데이] '여름휴가철' 카드 할인 혜택 쏠쏠,0
"[이커머스 소식] SSG닷컴, 물류 시설 안전 수준 입증 外 쿠팡·KT알파·티몬",0
"대한항공·아시아나항공, ESG등급 '극과 극'",0
"대한항공, 7월 기내식 신메뉴 3종 공개…플라이강원, 코로나때 반납한 3호기 재도입 [항공오늘]",0
"대한항공, 글로벌 '고객 서비스' 18년째 1위",0
"국내선 유류할증료 2만 원↑ 최고치…도민도 관광객도, 관광업계도 ‘부담’",0
[항공뉴스]대한항공.글로벌고객만족도 '18년 연속 1위'...'티웨이항공 8년 연속 1위',0
"[산업 이모저모] LG화학, '3억 달러' 글로벌 그린본드 발행...전기차 배터리 소재 전액 투자",0
"항공업계, 日 노선 운항 확대에 속도… 재도약 발판될까",0
"인하대학교, '2022 대한항공배 전국대학배구 고성대회' 우승...3년 만에 다시 챔피언 등극",0
"“면세점·백화점·아울렛 다 모였다”…신세계, 대규모 SSG캉스 이벤트 오픈",0
[비즈&] LG화학 녹색채권 발행해 배터리 소재 사업에 투자 外,0
[AT 항공·여행 소식] 대한항공·티웨이항공·제주항공·에어서울,0
"대한항공, 글로벌 고객만족도 18년 연속 1위",0
"[마감] 신진에스엠, '슈퍼개미' 요구에 ""무상증자 검토 중""...여행·항공주, 동반 하락",0
"""기도하고, 유서쓰고""...아제르바이잔 긴급 착륙 대한항공 승객 무사 귀국",0
"'긴급착륙' 대한항공 승객들, 11일 오전 무사 귀국",0
사고 항공기 엔진은 PW4170…정비사 파견해 원인 조사 중,0
[가장 보통의 투자] '리오프닝주' 투자가 생각보다 재미없는 까닭,0
"KATA, IATA의 일방적 수수료 결정조항 공정위 시정명령 환영",0
[7월12일자] 비즈니스포스트 아침의 주요기사,0
"[공매도 TOP 10 종목] 코스피, 팬오션 공매도 1위…대한항공-대한전선-LG디스플레이-HMM 등 순위 올라",0
"뉴욕증시 비트코인 와르르 급락 '자이언트' 보다 더 센 ""울트라 빅스텝"" 금리인상",0
'베케플레이션'에 여름 휴가도 포기,0
"[베트남여행] 대한항공, 7월 베트남 주요 노선 대거 증편",0
"기내식은 못참지…2년 만의 해외여행 ""요즘 뭐 나오나요?""",0
정부도 나선 ‘대우조선 하청노조 파업’ 실마리 찾을까,0
무안서 대한항공배 전국대학배구 열전,0
"대우조선 하청노동자 목숨 건 호소, 정부는 '묵살'",0
"""여름 특수인데…"" 치솟는 항공료에 지역 여행사 '울상'",0
"정부 ""대우조선 하청노조 점거농성 불법…중단해야""",0
"러시아, 리스 여객기 400대 반환 거부",0
"2022 유스 남자 대표팀 명단 확정, 이우진·윤서진 등 12명 선발",0
대한항공배 전국대학배구 무안대회 개최,0
"대한항공, 인천-삿포로 노선 운항 재개",0
"위치 정보 독립 운동…KPS 사업, 닻 올렸다",0
대형항공 웃고 저가항공 울고...국제선 회복세 '희비교차',0
광주·전남 폭우로 항공기 결항 등 피해,0
인천~삿포로 '하늘길' 2년여만에 열렸다,0
[현장영상]손흥민 영국 도착! 피곤하지만 팬서비스에는 진심!,0
대한항공 8월 국제선 유류할증료 최대 33만 9천 원,0
"대한항공, 미래 모빌리티 산업의 첨단기술을 선보인다",0
대한항공 2년 4개월 만에 인천-삿포로 노선 운항 재개,0
"'나쁜 원低'의 늪…기업들, 경영전략 전면수정·투자계획 재검토",0
"[증권 리포트] 대신증권 ""대한항공, 항공화물 업황 둔화 우려""...삼성증권 ""SKT, MSCI 제외 가능성"" 外",0
"인하대, 성균관대 꺾고 2022 대한항공배 전국대학배구 무안대회 2연승",0
中 대형 물류 SF홀딩스 화물전문공항 운영 시작...韓영향 불가피,0
"(영상)대우조선, 매출 1조 클럽 중 '삼중 악재' 유일",0
"코스피, 개인 매수에 0.67% 상승해 2,380선 회복…외인 순매도 상위 종목은 삼성전자·하나금융지주·한국항공우주·네이버·이마트",0
[AT 항공·여행 소식] 대한항공·아시아나항공·제주항공·진에어·노랑풍선,0
유서까지 썼는데 최저시급 보상?…기울어진 항공 보상,0
"[에어뷰] 대한항공, 티셔츠 증정·아시아나, 베이징 재개·진에어, 가을 제주노선 할인",0
"아시아나, 마일리지 유효기간 재연장…대한항공카드 소지하면 티셔츠·마일리지 선물 [항공오늘]",0
화물 업고 국제선 여객 부활…대한항공 2분기 영업이익률 17% 넘나,0
[포토] ‘2022 사회공헌기업대상’ 시상식,0
경기대 분위기메이커 안창호 “말보다 행동으로 보여드리겠다”[무안대회],0
"삼성전자, 대학생 취업하고 싶은 기업 1위 ",0
“탄소산업 활성화” 국회서 정책포럼 열려,0
원주공항 ‘정기 슬롯’ 배정 불발 되나?,0
늙어가는 대기업‥코로나 이후 30세 미만 직원 '줄어든' 반면 50세 이상은 '늘어',0
"한양대, 충남대 꺾고 2022 대한항공배 전국대학배구 무안대회 4강 선착",0
"구자근 의원 ""탄소산업 진흥 위한 정책 포럼"" 개최",0
"영남이공대 호텔항공서비스 전공, 취업 열풍",0
"김성주 의원, '탄소산업정책포럼' 개최",0
"신라대 항공대학, '제2회 고교생 항공캠프' 성료",0
코로나19 재확산 우려 속 다시 열리는 하늘길...국제선 운항 속속 재개,0
“숨통 좀 트이나했더니” 여행업계 또다시 ‘한숨’,0
"""코로나로 멈췄던 항공기 철저한 사전점검 후 투입""",0
"원희룡 국토부장관, ""팬데믹 거친 항공기, 철저한 성능 확인 후 투입"" 주문",0
"인하대, 경기대 꺾고 2022 대한항공배 전국대학배구 무안대회 결승 진출...26일 성균관대와 결승전, 시즌 2관왕 눈 앞",0
"인하대·성균관대, 2022 대한항공배 전국대학배구 무안대회 결승서 맞대결",0
"영남이공대 호텔·항공서비스 전공, 코로나 취업난 속 취업생 배출 순항",0
"노랑풍선-대한항공, 고품격 싱가포르 패키지 여행 상품 출시",0
글로벌 역량 갖춘 항공서비스 전문가 양성,0
"돌아온 삐약이…신유빈, 재활 마치고 WTT 출격",0
대학생 취업 희망 기업 삼성전자 7년만에 1위,0
"인하대 신호진, 물오른 공격력 전국 대학 배구대회 2관왕 견인",0
"폴란드, 10조 규모 국산 경공격기·전차·자주포 ""기본계약 체결""(종합)",0
"조재영, 우승의 기운을 모아 시구! [포토]",0
공항 이용객 4배 늘어났는데‥일손 모자라 '일터 지옥',0
"목포과학대, 대한항공배 전국대학배구 우승",0
"남자배구 미래를 책임질, 우리는 99즈입니다",0
"통신3사, 하늘길 선점 전쟁 '본격화'",0
"[사진]조재영,'스파이크 같은 와인드업'",0
"“자폐 아들, 탑승 거부당했다” 주장에… 대한항공 “안전상 조치”",0
"“자폐 아들, 비행기 탑승 거부 당했다”…대한항공 “안전상 조치”",0
"""자폐 아들, 탑승 거부당해""…대한항공 ""안전상 우려해 결정""",0
"""자폐 아들과 함께 탄 대한항공 탑승 거부 당해""",0
"""우영우 정도는 돼야 하나""…자폐인 비행기 탑승 거부 논란",0
"[데일리안 오늘뉴스 종합] 박용진 ""강훈식과 단일화, 8월 3일 이전에…대이변 만들 것"", “자폐 아들 비행기서 내리라고”...대한항공 “안전 우려해 결정” 등",0
[7월30일자] 비즈니스포스트 아침의 주요기사,0
"""자폐 아들, 탑승 거부당해""…대한항공 ""안전상 조치"", 무슨 일",0
“자폐 아들 비행기서 내리라고”...대한항공 “안전 우려해 결정”,0
"유럽 노선 날개 펴는 대한항공, '인천~로마·바르셀로나' 노선 운항 재개",0
[경상시론]여행업 위기가 곧 기회다,1
"광명KTX역 도심공항터미널 및 서울역 공항철도, 4월부터 3개월 운영 중단",1
대한항공 외국인 조종사 전원 ‘3개월 무급휴가’,1
숨통 트인 진에어,1
"한국철도, 광명역 도심공항터미널 3개월간 운영 중단",1
"대한항공, 외국인 조종사 전원 4월 1일부터 3개월간 무급휴가",1
조종사에 청소 노동자까지…항공업 감원 현실화,1
[자막뉴스] 조종사에 청소 노동자까지…항공업 감원 현실화,1
광명역 도심공항터미널 4월부터 3개월간 운영 중단,1
"[코스피 Top 20 (종목회전율/종합)] 한진칼우 회전율 1위, 하나니켈1호, 하나니켈2호, 진원생명과학, 디피씨 주가 순으로 상위 기록.",1
작년 10대 그룹 영업익 60%↓...87조원에서 25조원으로 급감,1
한국철도 광명역 도심공항터미널 3개월간 운영 중단,1
"이탈리아 1차 전세기 309명 도착...""감사한 마음""",1
"코레일, 광명역 도심공항터미널 3개월간 운영 중단",1
['대한민국 나들목' 인천공항 이야기·(8)]우여곡절 '인천공항' 이름표,1
"[경제전망대]코로나19 사태 지원정책, 적절한가",1
인하대·인천시 등 인공지능융합연구센터 유치 협력,1
"코로나 틈타, 휴업수당 안 주고 구조조정…무급휴직 늘리려 ‘문서 필사’ 황당 갑질도",1
희망퇴직에 정리해고도 불사…항공사 구조조정 칼바람,1
"정부, 공항 면세점 등 추가 지원…항공업계 ""우리도 더""",1
서울 발생 환자 오늘만 최소 18명…자치구 누계 531명,1
"서서히 기지개 펴는 국내 클라우드 시장, 그 중심에 있는 LG CNS",1
"강남구청 코로나 확진자 4명, 청담·대치·도곡·일원동 거주..3명은 해외 입국 사례",1
서울 발생 환자 오늘만 최소 18명… 생후 9개월 아기 포함,1
다우디·비예나 ‘슬기로운 집콕 생활’,1
서울 발생 환자 오늘만 최소 18명…누계 531명(종합2보),1
강남구 코로나19 유학생 등 4명 확진자 발생,1
[뉴있저] 비례후보를 만나다...정의당 박창진 후보,1
[SR포커스] 코로나發 충격파…자동차·항공업계 '추락의 끝' 안보인다,1
[연속기획] 한국을 빛낸 대기업 계열사-대한항공,1
봉쇄령 뉴질랜드 한인 260여명 전세기로 7일 귀국,1
"강남구, 미·영 유학생 등 코로나19 확진자 3명 발생",1
인도 고립 220여 명 귀국...헝가리·뉴질랜드도 특별기,1
숨 넘어가는 항공사들… LCC 한두곳 '4월 도산설' 흉흉,1
[4월7일자] 비즈니스포스트 아침의 주요기사,1
"나경복 vs 비예나, 양효진 vs 이다영… V리그 MVP는 누구 것",1
해외공장 '셧다운' 계속…항공업계는 국내 노선 증편,1
"코로나 19 여파, 기업들의 임금조정 시작…임금 반납과 삭감의 차이는",1
"[6일 기관 순매도 Top 10] KODEX 200선물인버스2X 1438억, 보령제약 60억, TIGER 미국Samp;P500선물(H) 28억, 삼성제약 19억 기관 순매도 나서…코스닥 시장에서는 젬백스, 서울바이오",1
"[6일 외국인 순매수 Top 10] 현대차 54억, CJ 8억, 코스모화학 6억, 한독 4억 외국인 순매수 나서…코스닥 시장에서는 에이치엘비, NHN한국사이버결제, 원익IPS 상위 종목으로 장 마감.",1
"양효진 vs 이다영, 여자배구 최고의 별 어차피 현대건설?",1
한진그룹 故 조양호 회장 1주기 추모행사 열어,1
"한진家, 故 조양호 한진그룹 회장 1주기 추모…조현아만 불참",1
"'미궁 속' 여자부-'윤곽 나온' 남자부, V리그 신인왕 향방은?",1
고 조양호 한진그룹 회장 1주기에 장녀 조현아는 모습을 드러내지 않았다,1
"['대한민국 나들목' 인천공항 이야기·(9)]인간, 하늘을 날다·(上)",1
"코로나19發 경영환경 악화… 대한항공, 전 직원의 70% 휴업 실시",1
항공사 상반기 매출피해 규모 6조원 전망,1
"SNS에 동선 공개한 확진 유학생… ""저로 인해 피해 없도록""",1
"[사설]ILO가 예고한 실업 대란, 노사정 협력으로 헤쳐나가야",1
에어부산·대한항공 재운항…울산공항 정상화,1
"[9일 기관 순매수 Top 10] KODEX 200 1455억, 삼성물산 97억, 현대건설 68억, 한국조선해양 36억 기관 순매수 나서…코스닥 시장에서는 씨젠, 셀트리온헬스케어, 파라다이스 상위 종목으로 장 마감.",1
이재영·강소휘·양효진…확~달라진 여자배구 '베스트 7',1
MVP 양효진·신인왕 박현주 '생애 첫 영광',1
"[사설] 빈사 상태 항공업, 지원이 급하다",1
생애 첫 MVP 나경복·양효진 “전혀 받을 줄 몰랐다”,1
나경복·양효진 ‘짧았지만 뜨거웠던’ V리그의 ‘별’이 되다,1
"양효진·나경복, 프로배구(V리그) MVP 선정…신인왕엔 정성규·박현주",1
"나경복·양효진, 프로배구 첫 MVP 수상",1
‘고용절벽’ 가시화…홍남기 “일자리 지키기 최우선”,1
[미리보는 이데일리신문]소부장 국산화해야 韓 EUV 초격차 가속,1
'을'끼리 싸우지 말고 '갑'에 맞서자,1
"한진그룹, 유휴자산 매각 주관 우선협상대상자 선정",1
한진그룹 송현동부지 등 유휴자산 매각 주관 우선협상대상자로 '삼정KPMG-삼성증권' 컨소시엄 선정,1
항공사 ‘코로나19 후폭풍’ 현실화…ABS 신용등급 하향,1
"[코로나19] ""한국, 이르면 5월부터 경제 회복""",1
부산TP 'IoT 기반 해양도시관리 실증 사업' 지원,1
美서 입국한 가족·유학생들 나란히 확진…서울 613명,1
"한진그룹, 유휴자산 매각 위해 ‘삼정KPMG-삼성증권’ 우선협상대상자 선정",1
[2020. 4. 13. Closing] KOSPI 200 Price List,1
서해지방해양경찰청. 사회적 거리두기 유지하며 해·공 합동 우리바다 지킨다!,1
기업은행 김희진·현대건설 황민경·김연견 '집안단속 성공',1
윤봉길 손녀·코로나 의사 당선…처음으로 ‘4부자 의원’도 탄생,1
"인하대, 인공지능 융합연구 선도대학으로 거듭난다",1
"인천시, 인하대 등 21개 기관․기업이 인공지능융합연구센터 본격 가동",1
비례 면면보니…‘목발 탈북’ 지성호ㆍ최연소 류호정까지 다양,1
‘내 앞에서 딱 끊겼네…’ 아쉬움 삼킨 비례대표 후보 5인 누구?,1
"인하대, AI 융합연구 거점으로 물류·포털분야 산학협력 선도",1
"[오피셜] OK저축은행, ‘베테랑 센터’ 진상헌 FA 영입… 연봉 2억5000만",1
"정의당 5, 열린민주당 3, 국민의당 3석뿐…비례도 거대 양당 ‘독식’ [180석 거대 여당 탄생]",1
"대한항공, 제주도 사원 주택 매각",1
"유진투자증권 ""유상증자 검토 대한항공, 투자의견 '매수'에서 '중립'""...""불확실성 해소 전까지 주가에 부담""",1
"대한항공, 최대 15% 할인 선불 항공권 구매 이벤트 실시",1
"산은·수은, 아시아나에 1.7조 추가 지원",1
코로나19 사태 장기화에 대처하는 항공사의 자세,1
"대한항공, 10~15% 할인 선불항공권 판매…코로나 이후 예약때 적용",1
[앵커의 눈] 4월 수출 또 ‘빨간 불’…KBS가 만난 노동자들,1
"울산시, 항공사 적자노선 조기 재정지원",1
ubc 울산방송) 울산 하늘길 열린다..활성화되나?,1
"[미리보는 이데일리신문]""불황때 호황 옛말인데…중고차 지원책 하나 없어""",1
내주 6일간 황금연휴 항공권·숙박비 '껑충',1
"대한항공 코로나19 대응 ""미리 사면 최대 15% 할인""",1
항공·해운·자동차 한숨 돌릴 듯…관건은 지원 속도,1
[티브로드]<인천> [심층] 2.무급휴직에 정리해고까지…인천공항 일자리 ‘붕괴’,1
[단독] 항공사 지원방안 하반기까지 연장…이르면 이번주 추가 대책 발표,1
"채권단, 이번주 대한항공 등 항공사 지원방안 발표 유력",1
"[22일 기관 순매도 Top 10] KODEX WTI원유선물(H) 1724억, 현대모비스 201억, LG전자 107억, 쌍용양회 70억 기관 순매도 나서…코스닥 시장에서는 씨젠, 노터스, 에이치엘비 상위 종목으로 장",1
"비대면 랜선 여행을 보는 시선, 외국보다 우리 업계 쓴웃음 더해",1
"채권단, 금주 중 대한항공 지원방안 발표 예정",1
"옥천노인장애인복지관, 한진그룹 지정기탁사업 선정",1
'FA의 승자' 여자배구 이재영·이다영-남자배구 박철우·나경복,1
"정부, 항공·해운·조선·자동차·일반기계·전력·통신 등 주요 기간산업 지원...대한항공-아시아나항공 포함",1
사천공항 연휴기간 김포·제주 운항 재개,1
26일 대구공항 국내선 원상복구,1
[미리보는 이데일리신문] 기부하니 稅폭탄...法이 나눔 걸림돌,1
[4월24일자] 비즈니스포스트 아침의 주요기사,1
대구경북TBC)대구공항 하늘길 다시 확대된다,1
"'초대박' FA시장 마감, 男 박주형 잔류·女 조송화 총액 2.7억원...이효희는 은퇴",1
"한국전력 박철우, 남자 프로배구 FA 최고 연봉 기록",1
"'FA 시장 닫혔다' 박철우ㆍ이다영ㆍ조송화 이적, 이효희ㆍ김해란 은퇴",1
"대형항공사 ""급한 불 껐다""...사태 장기화 땐 추가지원 불가피",1
"대구공항, 대구-제주 노선 운항 확대",1
"산업은행·수출입은행, 대한항공·아시아나항공에 2조9000억원 긴급 지원",1
"[아주경제 오늘의 뉴스 종합] 靑 ""긴급재난지원금 5월 13일 지급준비"" 외",1
국책은행들 “대한항공에 1조2000억 긴급 지원”,1
"대한항공, ‘에어 카고 엑설런스 어워드’ 1위 쾌거",1
"[단독]국정원 모사드 합작, 이스라엘교민 55명 '코로나탈출'",1
"대한항공, 1.2조 자금 긴급지원에 “소모적인 지분 경쟁 중단하고 자구노력 매진”",1
"이동걸 산은 회장 ""구조조정 역량 충분...이해관계자 협조 중요""",1
항공사 '눈덩이 영업손실' 2분기가 더 걱정…대한항공에 1.2조 긴급 수혈,1
"대한항공·아시아나 ""5월에도 인천-베이징 여객 운송 중단될 듯""",1
"추가 지원 없다는 정부… 저비용항공사들 ""하늘도 무심""",1
"대한항공·아시아나, 5월에도 인천-베이징 여객 운송 중단",1
첫 항공사 신용카드 '대한항공카드',1
"대한항공·아시아나, 5월에도 인천-베이징 여객 운송 중단",1
5월에도 인천-베이징 비행기 안 뜬다,1
"대한항공·아시아나, 5월에도 인천-베이징 여객 운송 중단",1
중소·중견기업 임직원 300여명 베트남 29일 입국,1
국내 첫 항공사 신용카드 '대한항공카드' 출시,1
"프로배구 외국인 선수 선발…남자 5월 15일, 여자는 6월 10일쯤",1
"부실 회사채 매입 나서는 정부…‘밑 빠진 독’은 걸러내야 [이익은 기업에, 손실은 국민에? (하)]",1
[5월7일자] 비즈니스포스트 아침의 주요기사,1
위기의 항공업계 '항공기 줄이기' 악순환,1
['대한민국 나들목' 인천공항 이야기·(12)]항로,1
"[표][(최근 3일) 하락 종목 코스피 Top 10] 휴니드 -14.41% ↑ 하락 종목 1위, 퍼스텍, 한화우, 미래아이앤지, 대한유화 주가 순으로 상위 시세 기록.",1
"경주시, 벼 재배면적 전체 병해충 항공방제",1
"대한항공 아시아나항공, 코로나19 소강국면에 미주노선 일부 재개",1
"[EBN 오늘(6일) 이슈 종합] 삼성 이재용 부회장 ""자식에 경영권 승계 없다"", 서울 도심 7만호 부지 확보 등",1
"은성수 ""기간산업 지원 첫 기업, 이르면 이달 말 나올 것""",1
"은성수 ""기안기금 지원, 90% 고용 유지·협력업체 상생 조건""",1
